bodyparts,beak,beak,beak,tail,tail,tail,left_wing,left_wing,left_wing,right_wing,right_wing,right_wing,head,head,head,back,back,back
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
5856,1045.6338,759.1035,0.8442383,924.4531,767.2578,0.7714844,1010.49023,738.62695,0.58984375,995.70996,773.85547,0.44433594,1028.436,765.1836,0.8066406,998.88086,757.58496,0.92089844
5857,1046.0527,761.52734,0.8618164,924.92773,768.08984,0.7885742,1010.49023,738.4072,0.6142578,995.7373,773.8203,0.46020508,1029.1045,766.27734,0.8227539,998.88086,756.51465,0.9580078
5858,1047.5234,762.50977,0.88671875,925.4209,768.08984,0.72314453,1011.0757,738.4072,0.6015625,995.7373,773.8047,0.46191406,1029.1045,767.93945,0.83203125,998.88086,756.3491,0.93652344
5859,1047.9531,762.68164,0.8847656,925.4971,768.09375,0.75146484,1011.25684,738.51855,0.5917969,995.70996,773.8047,0.4675293,1029.1445,768.5469,0.8198242,999.1406,756.3491,0.95703125
5860,1047.9785,762.70605,0.87402344,925.77246,768.2383,0.7548828,1011.66113,738.5459,0.5957031,995.4297,773.8047,0.4716797,1029.6836,768.66016,0.8305664,999.4844,756.3491,0.96484375
5861,1048.0234,762.82715,0.88671875,926.1953,768.2383,0.72509766,1011.666,738.5459,0.6098633,995.4297,774.2461,0.46484375,1029.6836,768.73047,0.81933594,999.66406,756.6343,0.97216797
5862,1048.0898,762.82715,0.8857422,926.8613,768.77344,0.6513672,1011.93774,739.06055,0.58740234,995.27637,774.27344,0.47973633,1029.8096,770.58496,0.81396484,999.66797,757.0928,0.9555664
5863,1048.0938,762.82715,0.86376953,927.38477,768.77344,0.59814453,1012.542,739.9095,0.57666016,995.27637,774.4492,0.46777344,1030.082,770.06055,0.8442383,999.66797,757.5713,0.9355469
5864,1048.2383,762.8037,0.8461914,927.42773,768.77344,0.5839844,1012.7085,740.2842,0.5810547,995.27637,774.6289,0.46044922,1030.1016,770.06055,0.8364258,999.66797,757.9336,0.93603516
5865,1048.2383,762.8037,0.85839844,927.74023,768.75,0.5571289,1012.7085,740.521,0.5756836,995.79346,774.7656,0.4597168,1030.5078,770.06055,0.77734375,999.66797,758.62695,0.92041016
5866,1048.0938,762.8037,0.8666992,927.9668,768.6406,0.54541016,1012.542,740.9678,0.56640625,996.958,774.97266,0.4765625,1031.0156,769.4219,0.7705078,1000.35547,759.416,0.90527344
5867,1047.3672,762.8037,0.85498047,928.0039,768.6406,0.53808594,1012.542,741.13086,0.57910156,997.37695,775.9219,0.45996094,1031.1055,769.4219,0.7026367,1000.46094,760.9297,0.87109375
5868,1047.3672,762.79004,0.8076172,928.3047,768.6406,0.4802246,1012.22546,743.2422,0.5419922,997.48535,776.7324,0.43847656,1032.043,769.4219,0.6723633,1001.3926,761.9531,0.8149414
5869,1047.3672,760.7656,0.6923828,928.64844,768.6406,0.42358398,1010.88184,745.0664,0.53564453,997.55273,778.5459,0.42163086,1033.3242,770.0752,0.72265625,1001.7129,763.33594,0.8144531
5870,1048.3828,760.71875,0.703125,928.96094,768.6406,0.3642578,1010.88184,747.6406,0.5048828,1002.0664,779.3594,0.43237305,1035.4536,771.1626,0.89208984,1001.90625,763.7114,0.8276367
5871,1048.8262,760.71875,0.67285156,928.9961,768.33203,0.39404297,1012.6968,747.6406,0.4736328,1002.0664,780.83203,0.4580078,1037.1699,772.7827,0.9301758,1003.2451,765.166,0.8334961
5872,1050.1465,760.71875,0.6582031,929.1797,768.08984,0.3659668,1017.33984,747.6875,0.47875977,1002.0664,781.3281,0.47631836,1037.6836,773.4541,0.98876953,1003.55493,765.6211,0.8442383
5873,1051.5,762.7285,0.6982422,929.2031,767.7383,0.35327148,1018.1992,747.6875,0.5136719,1001.5879,781.5742,0.5449219,1038.2012,774.6953,0.98291016,1004.38257,765.6211,0.87353516
5874,1051.543,764.345,0.69677734,929.21875,767.3828,0.33642578,1018.4531,747.6875,0.5151367,1001.5879,781.8203,0.55615234,1038.4609,777.0469,0.91552734,1004.6045,765.73047,0.8803711
5875,1051.6445,766.3613,0.69433594,929.26953,767.15234,0.33203125,1018.64844,748.22266,0.51416016,1001.5879,782,0.5620117,1038.5312,778.59766,0.81103516,1005.291,766.08594,0.9067383
5876,1051.8047,766.3613,0.69140625,929.41016,767.09766,0.2927246,1018.71875,750.26953,0.5332031,1002.0947,782.5547,0.55371094,1038.6562,778.83984,0.78759766,1005.93945,766.2422,0.9160156
5877,1051.8047,766.4297,0.6713867,929.71875,767.02734,0.26416016,1018.64844,750.7031,0.55126953,1002.4541,783.0156,0.5629883,1039.1328,778.83984,0.796875,1006.33984,766.2422,0.92333984
5878,1051.8047,766.4746,0.65478516,929.9336,766.7656,0.24987793,1018.64844,750.97266,0.5571289,1002.58887,783.3711,0.5620117,1039.4727,778.83984,0.7890625,1006.46875,766.6133,0.9296875
5879,1051.5273,766.4746,0.6640625,930.0586,766.73047,0.24768066,1018.7031,751.15234,0.5517578,1002.98145,783.77344,0.5600586,1039.6387,778.83984,0.7758789,1006.93164,766.8711,0.9301758
5880,1051.457,766.4746,0.6665039,930.1094,766.73047,0.25341797,1018.71875,751.15625,0.55322266,1003.3545,784.1289,0.5625,1039.8965,778.83984,0.7739258,1007.24414,767.1328,0.9301758
5881,1051.3594,766.64453,0.6586914,930.3086,766.7656,0.2421875,1018.78125,751.41797,0.5527344,1003.3545,784.1289,0.5600586,1039.9238,778.8789,0.765625,1007.3086,767.26953,0.9267578
5882,1051.1719,767.0156,0.64208984,930.45703,766.8711,0.24157715,1019,751.8242,0.546875,1003.36426,784.1289,0.5576172,1040.0547,779.89844,0.72998047,1007.31836,767.4219,0.93115234
5883,1051.1719,767.18945,0.61572266,930.5703,766.96094,0.23571777,1019.41406,751.8242,0.55029297,1003.3545,784.1211,0.5541992,1040.0898,780.04407,0.71777344,1007.3867,767.64844,0.9316406
5884,1051.1719,767.88477,0.6171875,930.625,766.9883,0.23425293,1019.6797,751.8242,0.54785156,1003.33984,784.0254,0.55078125,1040.1406,780.2449,0.7080078,1007.53906,767.71094,0.9355469
5885,1052.791,769.7422,0.6323242,930.65625,766.9883,0.24560547,1019.8906,751.8633,0.5493164,1003.3003,784.01953,0.55029297,1040.1406,780.9946,0.7192383,1007.5996,767.8672,0.94970703
5886,1053.331,770.43945,0.6748047,930.65625,766.9883,0.24487305,1020.1797,751.8125,0.5439453,1003.20264,784.01953,0.5493164,1040.0898,782.2051,0.75439453,1007.6094,768.0762,0.9604492
5887,1053.4893,770.9346,0.6958008,930.6406,766.97656,0.25390625,1020.3281,751.8125,0.54248047,1003.1489,784.0254,0.55078125,1040.2812,783.30664,0.75878906,1007.6406,768.31445,0.96875
5888,1054.0137,770.94336,0.7265625,930.6406,766.9375,0.25170898,1020.5703,751.8633,0.5527344,1003.1489,784.18164,0.5566406,1040.2812,783.30664,0.7734375,1007.74023,768.5586,0.9736328
5889,1054.0938,771.07666,0.7368164,930.625,766.875,0.2536621,1020.59375,752,0.5493164,1003.1489,784.40234,0.56152344,1040.4531,783.5117,0.77490234,1007.81836,768.7344,0.9760742
5890,1054.1426,771.1465,0.7504883,930.5742,766.875,0.25732422,1020.79297,752.1289,0.5551758,1003.13135,784.7207,0.5761719,1040.4883,783.5117,0.7939453,1007.8496,768.7617,0.98779297
5891,1054.1426,771.3237,0.7529297,930.5742,766.875,0.2619629,1021.01953,752.37695,0.55859375,1003.20654,784.88086,0.57958984,1040.543,783.5117,0.7944336,1008.02734,768.91406,0.98828125
5892,1054.1426,771.4048,0.7480469,930.5742,766.8828,0.2626953,1021.10547,752.68555,0.55810547,1003.20654,785.0078,0.57958984,1040.582,783.5117,0.796875,1008.02734,769.05273,0.9863281
5893,1054.0996,771.41113,0.7524414,930.5703,766.8828,0.26342773,1021.1875,752.7715,0.5629883,1003.05176,785.1211,0.58203125,1040.582,783.6211,0.8046875,1008.0039,769.2949,0.9897461
5894,1054.0469,771.4702,0.7529297,930.48047,766.8828,0.265625,1021.1875,752.82227,0.5698242,1003.0376,785.2793,0.5864258,1040.582,783.6621,0.81152344,1008.0039,769.416,0.99560547
5895,1053.916,771.5596,0.75683594,930.3867,766.8828,0.2692871,1021.1875,752.97656,0.57421875,1003.05176,785.28516,0.5864258,1038.8066,784.96484,0.8208008,1008.0625,769.6582,0.99902344
5896,1053.7412,771.57153,0.7504883,930.34766,766.8789,0.26953125,1021.10156,753.03516,0.57373047,1003.05176,785.39453,0.58447266,1038.8066,784.96484,0.8256836,1008.0625,769.87305,1
5897,1053.7275,771.626,0.7519531,930.34766,766.8789,0.27539062,1020.90234,753.10547,0.56884766,1003.2363,785.6211,0.5776367,1038.6836,785.03516,0.81591797,1008.08594,770.1211,1
5898,1053.6699,771.626,0.7480469,930.35547,766.8711,0.27929688,1020.90234,753.2012,0.56640625,1003.4834,785.8281,0.57958984,1038.6777,785.06055,0.81396484,1008.2031,770.2471,1
5899,1053.666,771.63965,0.75439453,930.3867,766.8711,0.29003906,1020.8203,753.3047,0.5673828,1003.4834,786.00195,0.5776367,1038.5547,785.06055,0.8144531,1008.2031,770.4033,1
5900,1053.6484,771.63965,0.7578125,930.41016,766.8789,0.28955078,1020.7969,753.3047,0.5732422,1003.55273,786.16406,0.5864258,1038.5312,785.06055,0.81591797,1008.21094,770.4512,1
5901,1053.6289,771.67847,0.76171875,930.41016,766.8672,0.2927246,1020.7656,753.3086,0.57128906,1003.5742,786.18945,0.58691406,1038.4492,785.10547,0.82177734,1008.22656,770.48926,1
5902,1053.5615,771.7156,0.75878906,930.41797,766.8672,0.29663086,1020.59375,753.40234,0.56933594,1003.5742,786.2666,0.5854492,1038.4492,785.10547,0.8120117,1008.2422,770.5215,1
5903,1053.5059,771.71826,0.7636719,930.4336,766.8086,0.3046875,1018.6582,753.49023,0.57177734,1003.60376,786.3037,0.5864258,1038.4492,785.10547,0.81347656,1008.2422,770.5459,1
5904,1053.5059,771.7197,0.75927734,930.41016,766.8086,0.30126953,1018.6582,753.49023,0.57373047,1003.68164,786.3877,0.5864258,1040.2695,783.26953,0.80908203,1008.28516,770.56836,1
5905,1053.4873,771.72705,0.75878906,930.44824,766.8086,0.29907227,1018.6582,753.50195,0.5751953,1003.68164,786.46387,0.5878906,1040.2695,783.26953,0.80810547,1008.28516,770.58887,1
5906,1053.4873,771.72705,0.7553711,930.5,767.0117,0.2861328,1018.6846,753.5078,0.57177734,1003.68164,786.5537,0.5888672,1040.2695,783.26953,0.80908203,1008.28516,770.61523,1
5907,1053.5156,771.9115,0.7495117,930.5332,767.03906,0.2800293,1020.5781,753.58984,0.56347656,1003.646,786.583,0.58496094,1039.5176,785.18555,0.8046875,1008.2422,770.7637,1
5908,1053.5273,772.0731,0.7495117,930.65625,767.1211,0.26904297,1020.90234,753.7031,0.55029297,1003.46436,786.66504,0.57910156,1039.5176,785.9336,0.8173828,1008.1797,770.90137,1
5909,1053.9658,772.4365,0.75927734,930.8125,767.16016,0.26708984,1020.96875,753.7637,0.54541016,1003.35547,786.6709,0.57910156,1039.5176,786.29785,0.82177734,1008.08984,770.9238,1
5910,1054.1895,772.9492,0.7729492,930.9219,767.16016,0.25512695,1021,753.81445,0.5371094,1002.98535,786.709,0.5751953,1039.6445,787.1836,0.8339844,1007.8535,771.1157,1
5911,1054.5176,773.584,0.7861328,930.96484,767.16016,0.25708008,1021.2461,753.95703,0.54589844,1002.79785,786.76074,0.58203125,1039.7402,787.8458,0.8496094,1007.8535,771.2837,1
5912,1054.7637,773.8291,0.81152344,931.21045,763.35254,0.28173828,1021.5469,753.9746,0.56396484,1002.55664,786.9287,0.59228516,1039.7754,788.45557,0.87646484,1007.8535,771.459,1
5913,1054.7949,774.125,0.8022461,931.2324,763.09424,0.29663086,1021.7383,754.04004,0.5673828,1002.5459,787.03564,0.59716797,1039.9023,788.6279,0.8779297,1007.9414,771.46436,1
5914,1055.1133,774.2285,0.8076172,931.24365,763.0884,0.3100586,1022.03125,754.06836,0.58496094,1002.5293,787.1826,0.60498047,1040.0352,788.7197,0.8847656,1007.9414,771.50903,1
5915,1055.1152,774.3613,0.79003906,931.3784,762.7627,0.3010254,1022.1133,754.1797,0.5805664,1002.5293,787.1831,0.60302734,1040.2305,788.8252,0.86865234,1007.9414,771.51733,1
5916,1055.1152,774.3633,0.7890625,931.3784,762.5586,0.30566406,1022.1133,754.1797,0.57910156,1002.4922,787.1836,0.6010742,1040.3633,788.9961,0.85791016,1007.91016,771.5237,1
5917,1055.1133,774.49414,0.80078125,931.3784,762.4502,0.4033203,1022.1133,754.19824,0.5800781,1002.32715,787.31934,0.61083984,1040.3633,789.0957,0.87597656,1007.8457,771.60547,1
5918,1055.0215,774.6094,0.8046875,931.3999,762.417,0.4321289,1021.91016,754.19824,0.5751953,1002.16797,787.4258,0.61328125,1040.3633,789.3623,0.8754883,1007.8281,771.68506,1
5919,1055.0215,774.66406,0.7993164,931.3999,762.417,0.45141602,1021.8594,754.19824,0.57177734,1002.16797,787.4487,0.6123047,1040.3633,789.4082,0.87158203,1007.7246,771.70996,1
5920,1055.0215,774.6875,0.7988281,931.4668,762.4033,0.4477539,1021.8594,754.3164,0.5732422,1002.16797,787.51,0.6074219,1040.3789,789.5459,0.8720703,1007.6797,771.8052,1
5921,1055.043,774.7051,0.7973633,931.4839,762.4033,0.4411621,1021.85547,754.375,0.5722656,1002.13184,787.5491,0.6020508,1040.4336,789.6924,0.86621094,1007.625,771.8862,1
5922,1055.043,774.71875,0.7944336,931.5198,762.4033,0.44628906,1021.85547,754.4248,0.5654297,1002.13184,787.5713,0.5991211,1040.4336,789.76855,0.86376953,1007.5586,771.9668,1
5923,1055.043,774.74414,0.7944336,931.5735,762.3428,0.43310547,1021.8242,754.43945,0.5644531,1002.04297,787.69824,0.60302734,1040.4336,789.77734,0.85791016,1007.44336,771.98096,1
5924,1055.0332,774.77734,0.7919922,931.6157,762.22754,0.4248047,1021.8008,754.4971,0.56152344,1001.87695,787.80554,0.6040039,1040.418,789.78906,0.8540039,1007.3379,771.98804,1
5925,1054.873,774.8301,0.78808594,931.6157,762.09863,0.43237305,1021.8008,754.5508,0.5576172,1001.7578,787.83606,0.60791016,1040.3789,790.0215,0.85498047,1007.3379,772.0216,1
5926,1054.873,774.8535,0.78222656,931.6157,761.9297,0.41845703,1021.8008,754.5508,0.5541992,1001.7578,787.88904,0.61035156,1040.3672,790.0625,0.8569336,1007.3379,772.07587,1
5927,1054.873,774.9492,0.7949219,931.37256,761.69727,0.51416016,1021.8008,754.5508,0.5698242,1001.7578,788.0509,0.6171875,1040.3516,790.0625,0.86621094,1007.4336,772.11487,1
5928,1054.9922,775.03516,0.80566406,931.3213,761.35156,0.63378906,1021.8125,754.4658,0.5834961,1001.7793,788.2167,0.62597656,1040.293,790.1738,0.8745117,1007.5801,772.1404,1
5929,1056.25,775.9531,0.8339844,931.3213,761.24414,0.59277344,1021.85156,754.4658,0.6123047,1001.7793,788.58936,0.62060547,1040.2344,790.0625,0.8588867,1007.83203,772.2883,1
5930,1056.4961,777.0117,0.75634766,931.3213,761.1719,0.53759766,1022.28906,754.4336,0.6333008,1001.7793,788.7749,0.6352539,1040.1172,789.91406,0.87060547,1007.83203,772.2883,1
5931,1057.1289,779.86084,0.7338867,931.3296,761.1504,0.5830078,1022.66406,754.4336,0.6850586,1001.7754,788.8208,0.66259766,1039.127,789.6455,0.8808594,1007.83203,772.2883,1
5932,1057.1289,786.41113,0.9277344,931.40137,760.8887,0.65283203,1022.84766,754.8125,0.72998047,1001.4043,788.8794,0.6928711,1037.7627,789.91406,0.93115234,1007.875,772.3174,1
5933,1057.1406,789.3369,0.9350586,931.52954,760.8262,0.6308594,1022.96484,754.8574,0.69189453,1001.3379,788.92236,0.6948242,1037.7627,789.91406,0.8828125,1007.875,772.3174,1
5934,1057.1406,792.1172,0.90185547,931.5747,760.25977,0.7128906,1023.3789,755.87476,0.64941406,1000.8281,789.13574,0.7055664,1037.7627,791.92773,0.8666992,1007.875,771.907,1
5935,1057.6523,792.7422,0.84228516,932.6758,757.9512,0.7011719,1024.0898,756.749,0.63671875,1000.4082,789.2383,0.7036133,1038.8555,794.76953,0.8066406,1008.16797,771.907,1
5936,1058.0859,794.8457,0.8413086,933.0156,756.06934,0.7241211,1024.5664,757.1123,0.63134766,1000.21094,789.3877,0.7055664,1039.0723,795.3867,0.78759766,1009.56055,771.72217,1
5937,1058.1797,794.9385,0.86083984,933.28516,754.77344,0.66259766,1024.9355,757.22656,0.6777344,1000.21094,789.4824,0.7207031,1039.0723,795.5508,0.7939453,1009.6699,771.72217,1
5938,1058.3398,794.9863,0.8696289,934.34766,753.1738,0.5678711,1025.4062,757.3838,0.64941406,1000.1074,790.1582,0.7138672,1039.1582,795.5508,0.79345703,1010.0576,771.1743,1
5939,1058.3594,794.9863,0.8647461,934.6836,752.5156,0.55615234,1025.416,757.52246,0.58251953,999.9258,790.41797,0.70166016,1039.1582,795.3867,0.7944336,1010.0576,771.1743,1
5940,1058.3594,794.9863,0.8666992,934.7285,751.78516,0.65283203,1025.4512,757.6367,0.62158203,1000.1074,790.7715,0.7685547,1039.6621,795.2656,0.79785156,1010.0928,771.56616,1
5941,1058.3594,794.9502,0.86621094,935.3789,750.61914,0.5498047,1025.5957,758.23047,0.6376953,1000.125,790.8262,0.77978516,1039.7227,794.9375,0.8017578,1010.3164,771.56616,1
5942,1058.2227,794.9502,0.86035156,935.91797,750.40625,0.66015625,1026.415,758.23047,0.6123047,1000.125,791.1504,0.76953125,1039.8926,794.9375,0.8129883,1010.84766,771.56616,1
5943,1058.1719,794.9502,0.8564453,935.9844,749.89453,0.6230469,1026.5469,758.55273,0.60498047,1000.1328,791.1504,0.7602539,1039.8926,794.9375,0.81347656,1011.05176,771.82336,1
5944,1058.1328,794.9512,0.84765625,936.03516,749.51953,0.52783203,1026.7744,759.4512,0.5732422,1000.4004,791.1504,0.72753906,1039.8926,795.35156,0.80615234,1011.32324,772.8804,1
5945,1058.0469,795.1113,0.7890625,936.9336,749.3613,0.62158203,1027.5588,762.4531,0.51220703,1000.8301,790.94336,0.70410156,1038.4805,797.53613,0.79541016,1012.30615,773.5459,1
5946,1058.0469,795.9105,0.7890625,937.0078,749.1201,0.57958984,1027.9363,763.6328,0.51904297,1000.8887,790.9199,0.69873047,1038.4805,799.1836,0.7895508,1013.0635,773.9336,1
5947,1058.1719,796.6406,0.82470703,937.3203,748.29736,0.5708008,1029.3193,764.39453,0.5102539,1001.3594,790.7363,0.6777344,1038.4805,800.8672,0.8105469,1013.9336,773.9336,1
5948,1058.8535,796.72314,0.82128906,937.6289,747.3154,0.52001953,1030.4355,764.6719,0.50683594,1001.541,789.959,0.6845703,1039.5273,802.06836,0.7895508,1014.4258,773.9336,1
5949,1060.1581,796.91406,0.86083984,938.2969,746.7246,0.4790039,1031.4219,764.6914,0.50439453,1002.27637,789.5,0.6791992,1039.7891,802.09766,0.796875,1014.8203,773.6709,1
5950,1062.2539,797.2422,0.9741211,938.6221,743.9238,0.44921875,1032.5859,764.6914,0.5229492,1003.24854,789.5,0.6826172,1041.3242,802.24316,0.8642578,1015.56445,773.6709,1
5951,1065.5977,797.2422,1,938.8301,743.39453,0.5097656,1033.2148,764.6914,0.52490234,1004.50684,789.5,0.6821289,1045.5977,802.7617,0.90625,1016.4297,773.6709,0.9897461
5952,1067.9492,797.47656,0.9736328,940.06744,743.19727,0.49194336,1033.5234,764.52734,0.51171875,1006.8828,790.4785,0.6699219,1047.207,802.7617,0.8574219,1016.59766,773.501,0.9873047
5953,1069.0703,797.47656,0.9272461,940.2881,741.94824,0.62353516,1033.9727,764.52734,0.51660156,1007.65625,790.5508,0.68896484,1048.1797,803.26953,0.8647461,1017.02344,773.501,0.9873047
5954,1069.1484,797.63184,0.9355469,940.6177,741.94824,0.6333008,1033.9727,764.51953,0.52246094,1007.65625,790.63086,0.6933594,1048.1797,803.0625,0.8569336,1017.05664,774.58984,0.9892578
5955,1069.1484,797.82227,0.93115234,940.71826,741.94824,0.59521484,1034.0898,764.51953,0.5229492,1007.65625,790.7637,0.6850586,1048.1797,802.9375,0.83935547,1017.125,774.59375,0.9921875
5956,1069.0703,797.63184,0.96484375,940.8911,741.68066,0.6118164,1034.2188,764.08594,0.53027344,1007.6719,791.03125,0.6982422,1047.7422,802.9375,0.8671875,1017.4531,774.7637,1
5957,1068.5156,797.46094,0.98583984,941.07324,742.041,0.56103516,1034.2773,764.0742,0.53222656,1007.65625,791.1504,0.6899414,1047.7188,802.9375,0.88134766,1017.4531,774.90625,1
5958,1068.2578,797.3281,0.9902344,941.47266,742.041,0.50927734,1034.3047,763.96094,0.5341797,1007.65625,791.2051,0.6933594,1047.5273,802.6289,0.8833008,1017.4531,774.90625,1
5959,1068.2578,797.3281,0.9838867,942.02344,741.8506,0.5410156,1034.3555,763.8281,0.54296875,1007.8711,791.30273,0.7109375,1047.5273,802.5469,0.8955078,1017.47656,774.90625,1
5960,1068.2578,797.3281,0.9638672,942.93164,741.68066,0.43286133,1034.3633,763.8281,0.5361328,1007.8711,791.41797,0.7241211,1047.7188,802.4297,0.8876953,1017.6797,774.7285,1
5961,1070.3594,798.03516,0.92578125,942.93164,740.73047,0.6611328,1034.8789,763.8281,0.5463867,1009.05273,791.41797,0.7392578,1048.8047,801.7422,0.87939453,1018.2363,774.7285,1
5962,1070.3594,798.1289,0.9116211,942.93164,740.73047,0.6855469,1034.8789,764.2578,0.5527344,1009.05273,791.21875,0.7441406,1048.8047,801.6406,0.875,1018.2363,774.69727,1
5963,1070.3594,798.1289,0.9140625,942.834,740.73047,0.6425781,1034.8789,764.2578,0.5258789,1009.05273,791.21875,0.70654297,1048.8047,801.45703,0.8652344,1018.2363,774.69727,1
5964,1069.4375,798.1211,0.9580078,942.75586,740.9038,0.70166016,1034.5664,764.41406,0.5341797,1009.1426,790.85156,0.71875,1048.7812,801.45703,0.86621094,1017.91797,774.18164,1
5965,1069.4375,798.03516,0.96728516,942.75586,740.9038,0.63183594,1034.3281,764.59375,0.52001953,1009.23047,790.58984,0.70166016,1048.7812,801.6406,0.86816406,1017.8047,774.1113,1
5966,1069.4375,798.0039,0.94091797,942.69727,740.9038,0.6191406,1034.3008,764.6328,0.5029297,1009.23047,790.4785,0.6953125,1048.7812,801.58594,0.8520508,1017.8047,774.084,1
5967,1070.1875,797.8379,0.8671875,942.69727,740.15344,0.62060547,1034.0234,765.3008,0.4946289,1009.3418,789.6572,0.6870117,1049.4258,801.58594,0.8046875,1017.91797,773.43164,0.9941406
